Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Recommended_Fertilizer,,
8.26,68,51,92,23.35,78.39,1093.77,Tomato,Harvest,Zinc Sulphate,,
5.31,75,35,62,31.19,72.6,2432.78,Maize,Flowering,DAP,,
5.74,50,78,85,26.66,65.51,2123.07,Maize,Sowing,Urea,,
5.46,89,29,20,12.32,37.28,516.86,Tomato,Flowering,DAP,,
5.94,95,81,41,32.15,64.54,2971.31,Rice,Sowing,DAP,,
8.16,100,62,15,35.16,51.12,2130.82,Sugarcane,Flowering,MOP,,
6.8,93,78,47,16.17,36.32,239.03,Sugarcane,Vegetative,NPK,,
7.45,128,77,64,12.02,78.23,2222.58,Potato,Vegetative,NPK,,
6.46,24,14,37,33.73,62.79,574.9,Potato,Flowering,Urea,,
4.62,23,25,35,29.21,74.7,1021.27,Potato,Harvest,Urea,,
4.76,149,18,81,34.11,58.77,1175.45,Potato,Sowing,DAP,,
6.65,75,34,83,27,63.1,1067.35,Maize,Vegetative,DAP,,
7.38,155,66,95,22.86,72.74,2284.46,Maize,Harvest,Urea,,
5.36,35,47,107,38.89,44.82,2309.14,Sugarcane,Sowing,Urea,,
7.39,43,17,118,33.4,80.82,1679.71,Tomato,Flowering,Urea,,
7.74,74,74,95,22.36,55.26,1787.65,Sugarcane,Harvest,SSP,,
6.15,88,40,31,37.23,72.51,1078.1,Wheat,Sowing,MOP,,
7.49,79,42,15,39.8,49.56,264.97,Maize,Vegetative,MOP,,
6.12,39,64,104,19.25,72.15,1184.81,Maize,Sowing,Urea,,
7.21,73,78,45,36.77,32.61,226.38,Tomato,Flowering,MOP,,
7.56,156,45,20,11.36,85.76,2621.41,Tomato,Sowing,MOP,,
8.47,99,33,91,16.43,77.21,1994.17,Sugarcane,Vegetative,DAP,,
5.88,89,70,43,14.83,69.89,2941.96,Potato,Sowing,Compost,,
6.14,153,37,12,20.7,49.43,712.17,Potato,Sowing,DAP,,
5.16,54,69,114,26.88,80.56,2041.91,Rice,Sowing,Urea,,
5.32,124,88,59,31.6,76.06,726.19,Sugarcane,Harvest,Compost,,
7.27,150,82,111,37.08,57.19,1989.14,Maize,Sowing,Compost,,
8.17,40,48,45,14.76,41.85,1576.99,Wheat,Flowering,Urea,,
6.08,154,40,90,27.35,40.53,2061.11,Maize,Vegetative,NPK,,
5.22,97,10,103,26.64,59.29,2230.9,Cotton,Sowing,DAP,,
5.64,41,22,64,23.75,77,1663.93,Tomato,Sowing,Urea,,
6.32,108,75,39,30.84,72.87,1582.51,Tomato,Harvest,MOP,,
5.66,86,51,71,25.4,59.61,395.18,Potato,Vegetative,NPK,,
5.43,152,46,62,26.51,42.27,1218.48,Maize,Flowering,Compost,,
7.44,134,66,116,37.1,44.35,1045.48,Maize,Vegetative,NPK,,
4.53,78,44,59,35.81,33.46,1951.62,Maize,Harvest,Compost,,
6.66,156,46,104,27.32,40.61,972.72,Tomato,Sowing,SSP,,
7.68,121,84,41,14.69,30.77,850.62,Sugarcane,Flowering,Urea,,
5.56,56,29,92,38.76,70.47,2576.31,Rice,Harvest,Urea,,
6.91,87,75,18,28.68,65.29,2519.66,Tomato,Flowering,MOP,,
7.18,104,89,25,34.22,89.28,1119.93,Maize,Vegetative,MOP,,
7.12,43,32,47,11.65,75.77,440.01,Maize,Vegetative,Urea,,
6.28,143,64,28,36.9,44.77,1593.25,Maize,Sowing,MOP,,
5.89,145,66,103,30.8,72.47,1463.51,Maize,Harvest,Urea,,
7.84,68,59,45,30.56,30.73,2635.56,Tomato,Sowing,Zinc Sulphate,,
7.53,155,47,20,13.3,89.17,1731.42,Maize,Flowering,MOP,,
5.79,94,56,88,31.39,66.87,2839.76,Wheat,Flowering,SSP,,
4.91,129,39,97,12.3,37.18,1553.37,Potato,Flowering,DAP,,
4.79,25,77,114,11.67,59.91,2068.42,Sugarcane,Vegetative,Urea,,
4.88,59,52,72,19.76,86.44,1543.18,Sugarcane,Harvest,Urea,,
6.83,100,36,94,10.7,80.98,1099.12,Maize,Vegetative,DAP,,
4.71,128,73,52,14.79,47.94,276.88,Potato,Sowing,Compost,,
5.85,70,15,83,31.78,53.77,2421.32,Tomato,Flowering,DAP,,
7.51,21,40,115,35.05,81.21,2728.79,Wheat,Harvest,Urea,,
5.68,69,85,98,15.39,84,2254.06,Cotton,Flowering,Compost,,
7.55,102,38,105,34.7,84.88,962.61,Cotton,Sowing,DAP,,
7.48,64,12,42,24.42,86.87,2487.47,Wheat,Flowering,DAP,,
5.48,52,29,58,38.74,60.03,1916.01,Tomato,Vegetative,Urea,,
7.42,147,89,60,14.18,81.69,2112.23,Potato,Flowering,Zinc Sulphate,,
7.49,117,67,59,11.61,50.82,385.55,Cotton,Vegetative,NPK,,
6.09,54,66,33,35.35,80.29,1829.14,Sugarcane,Vegetative,Urea,,
5.34,104,80,30,20.86,50.85,1771.21,Tomato,Sowing,MOP,,
6.59,107,13,35,23.72,66.5,2052.67,Cotton,Vegetative,DAP,,
8.19,120,51,90,25.35,58.11,2360.57,Potato,Harvest,Zinc Sulphate,,
7.06,79,43,28,34.76,83.58,1332.98,Maize,Vegetative,MOP,,
5.19,48,27,76,12.28,33.99,633.93,Potato,Flowering,Urea,,
7.23,37,74,86,26.53,86.93,2786.83,Tomato,Vegetative,Urea,,
6.21,67,34,75,22.92,57.73,2374.4,Rice,Harvest,DAP,,
6.87,30,54,50,20.21,58.88,1713.03,Wheat,Vegetative,Urea,,
7.44,150,23,73,20.44,79.67,1192.68,Rice,Sowing,DAP,,
6.56,35,20,118,37.91,69.97,2955.12,Potato,Sowing,Urea,,
7.76,60,61,105,18.04,87.22,461.68,Tomato,Harvest,MOP,,
7.39,62,17,42,23.64,62.8,2816.92,Wheat,Flowering,DAP,,
6.96,110,69,41,24.78,63.52,1331.61,Wheat,Flowering,Urea,,
5.1,50,51,115,31.6,88.3,471.11,Wheat,Sowing,Urea,,
7.84,47,25,34,25.57,85.59,1261.69,Tomato,Harvest,Urea,,
8.24,70,48,69,28.64,42.52,2299.03,Potato,Flowering,Zinc Sulphate,,
5.05,46,51,12,21.96,48.42,1389.36,Sugarcane,Flowering,Urea,,
6.45,28,27,115,31.56,67.52,1580.5,Sugarcane,Vegetative,Urea,,
5.54,140,16,60,23.98,86.36,2505.69,Wheat,Flowering,DAP,,
7.52,143,13,16,16.68,63.8,1923.46,Maize,Flowering,DAP,,
7.39,79,83,70,34.51,73.97,2070.63,Cotton,Sowing,Compost,,
5.06,76,39,34,32.96,35.64,631.25,Potato,Vegetative,DAP,,
8.01,133,59,96,28.82,61.36,906.87,Maize,Flowering,Zinc Sulphate,,
5.22,87,54,101,25.66,38.86,1351.52,Sugarcane,Sowing,Compost,,
7.69,70,40,85,16.25,45.64,507.52,Potato,Flowering,DAP,,
6.33,77,55,17,36.05,39.98,981.51,Potato,Sowing,MOP,,
5.81,67,63,108,12.92,39.95,2533.77,Wheat,Vegetative,NPK,,
5.13,78,55,34,21.5,89.5,261.98,Sugarcane,Flowering,MOP,,
5.17,95,14,103,35.58,47.89,342.61,Cotton,Harvest,DAP,,
7.15,66,19,72,27.87,63.93,2123.73,Rice,Sowing,DAP,,
6.7,130,32,41,23.16,31.21,1281.19,Rice,Vegetative,DAP,,
4.99,131,16,109,33.74,78.38,2364.48,Maize,Flowering,DAP,,
4.95,91,67,41,39.69,70.81,2809.16,Potato,Harvest,Compost,,
4.79,140,56,62,15.66,43.73,946.84,Tomato,Sowing,Compost,,
7.48,114,30,34,11.52,32.16,303.56,Wheat,Flowering,DAP,,
7.35,21,40,35,23.89,46.47,1476.59,Tomato,Vegetative,Urea,,
4.73,98,36,17,18.62,67.71,2899.82,Tomato,Vegetative,DAP,,
6.74,59,38,78,30,30.91,1727.2,Sugarcane,Flowering,Urea,,
4.84,67,19,116,24.83,34.52,1256.85,Maize,Sowing,DAP,,
8.11,76,81,11,24.97,54.56,1745.61,Maize,Vegetative,MOP,,
8.13,31,18,28,20.65,40.56,663.02,Maize,Vegetative,Urea,,
7.29,87,20,76,16.32,67.91,2303.76,Cotton,Harvest,DAP,,
8.2,93,31,85,16.4,40.48,2105.27,Tomato,Sowing,DAP,,
7.75,48,59,112,21.61,89.62,2227.54,Tomato,Sowing,Urea,,
7.81,111,49,105,30.46,56.15,1046.43,Potato,Harvest,Zinc Sulphate,,
6.78,48,75,79,20.11,38.9,2477.85,Tomato,Flowering,Urea,,
5.72,102,72,17,19.78,34.43,2700.37,Maize,Vegetative,MOP,,
5.37,134,28,68,22.75,55.23,2875.49,Wheat,Sowing,DAP,,
5.81,126,25,14,39.73,78.55,1987.93,Cotton,Vegetative,DAP,,
7.01,117,13,86,12.74,56.33,1174.89,Rice,Harvest,DAP,,
5.19,65,58,40,18.84,38.46,1285.01,Rice,Sowing,Compost,,
5.53,39,47,22,18.76,59.32,1783.76,Rice,Harvest,Urea,,
6.37,78,16,10,39.24,50.24,1811.29,Potato,Harvest,DAP,,
5.43,139,64,55,22.22,60.11,2418.74,Tomato,Vegetative,Compost,,
6.85,55,23,13,27.01,53.47,437.8,Tomato,Flowering,Urea,,
8.19,20,85,29,15.94,68.87,1786.46,Wheat,Sowing,Urea,,
7.49,109,43,102,10.38,78.22,1175.98,Potato,Vegetative,NPK,,
7.17,150,30,41,20.18,83.19,2535.05,Wheat,Flowering,DAP,,
6.83,63,45,106,29.17,74.48,1185.79,Cotton,Flowering,Compost,,
6.45,79,72,87,30.75,51.3,1509.91,Rice,Harvest,DAP,,
5.25,150,51,92,32.62,56.91,837.43,Cotton,Vegetative,Compost,,
8.08,104,58,12,35.82,68.51,1028.05,Rice,Flowering,MOP,,
5.49,101,80,61,13.47,43.19,1755.71,Rice,Flowering,Compost,,
4.87,80,19,20,12.48,72.11,1392.54,Potato,Harvest,DAP,,
7.5,68,30,18,33.63,68.99,764.22,Rice,Vegetative,DAP,,
5.2,63,89,66,23.07,69.39,1526.85,Potato,Sowing,Compost,,
5.99,50,72,71,38.41,50,662.96,Rice,Sowing,Urea,,
4.61,91,86,65,38.3,66.09,2668.84,Tomato,Sowing,Compost,,
5.05,108,59,60,14.25,41.86,2787.76,Cotton,Flowering,Compost,,
5.19,65,36,101,30.74,41.38,834,Potato,Flowering,DAP,,
4.72,158,17,11,12.01,76.11,346.48,Tomato,Harvest,DAP,,
7.13,123,39,86,22.1,52.77,2795.69,Wheat,Harvest,DAP,,
7.85,84,80,108,35.25,62.68,1073.47,Rice,Flowering,Zinc Sulphate,,
5.99,135,39,104,23.83,47.56,726.28,Maize,Harvest,DAP,,
8,47,27,116,11.01,44.15,2774.09,Sugarcane,Vegetative,Urea,,
5.35,101,32,87,17.21,76.79,2671.36,Wheat,Sowing,DAP,,
5.8,93,47,24,12.59,77.65,348.86,Tomato,Sowing,MOP,,
5.1,28,39,78,22.25,80.18,781.42,Wheat,Harvest,Urea,,
6.98,150,39,48,30.9,81.27,2475.19,Cotton,Vegetative,DAP,,
6.18,148,81,43,29.81,54.68,948.15,Sugarcane,Harvest,MOP,,
6.95,79,85,111,31.57,78.54,2071.63,Cotton,Sowing,Compost,,
7.55,116,83,52,21.51,50.76,312.13,Wheat,Vegetative,NPK,,
6.68,69,80,75,17.96,33.15,2556.58,Rice,Vegetative,NPK,,
7.01,155,48,54,11.71,71.36,1382.23,Potato,Sowing,Urea,,
8.24,49,26,106,38.25,41.94,1516.17,Potato,Harvest,Urea,,
5.7,116,78,36,13.55,57.09,2463.14,Potato,Harvest,MOP,,
5.94,100,61,76,15.35,39.83,1471.69,Rice,Harvest,NPK,,
7.37,28,88,71,10.75,53.49,491.53,Cotton,Harvest,Urea,,
6.95,41,22,73,19.52,83.09,1612.21,Wheat,Sowing,Urea,,
5.21,157,16,11,34.57,66.79,1478.91,Wheat,Sowing,DAP,,
6,86,77,37,19.97,38.89,1460.09,Tomato,Flowering,MOP,,
6.37,28,69,103,29.98,73.53,739.7,Potato,Flowering,Urea,,
6.18,66,55,50,38.97,80.87,659.17,Tomato,Harvest,SSP,,
5.21,59,44,96,36.78,39.98,2378.04,Wheat,Harvest,Urea,,
8.2,55,38,106,15.4,74.65,1933.68,Maize,Sowing,Urea,,
7.55,117,43,61,20.78,62.95,217.79,Potato,Sowing,DAP,,
6.43,21,17,23,32.53,66.26,2538.82,Rice,Harvest,Urea,,
7.22,102,75,70,39.33,86.34,539.86,Cotton,Flowering,MOP,,
8.09,83,13,87,31.48,32.19,2265.51,Potato,Harvest,DAP,,
5.04,138,75,59,17.57,68.33,468.98,Cotton,Vegetative,Compost,,
5.5,130,66,22,13.98,34.89,2919.86,Rice,Harvest,MOP,,
6.67,111,13,77,24.85,77.38,2721.43,Cotton,Sowing,DAP,,
7.7,97,82,28,15.79,83.77,712.45,Cotton,Sowing,MOP,,
4.65,25,75,97,16.83,35.19,223.59,Cotton,Sowing,Urea,,
8.44,158,29,45,29.03,31.55,367.03,Tomato,Sowing,DAP,,
6.32,65,64,79,25.45,87.34,2464.48,Tomato,Vegetative,NPK,,
5.94,39,15,21,13.62,85.59,414.99,Cotton,Sowing,Urea,,
5.67,132,38,82,14.61,85.42,2378.81,Potato,Sowing,DAP,,
5.2,35,89,22,10.58,86.38,2495.45,Tomato,Flowering,Urea,,
7.67,67,14,33,16.59,60.01,1059.35,Cotton,Flowering,DAP,,
8.32,132,46,55,36.62,88.61,2258.34,Wheat,Vegetative,Zinc Sulphate,,
6.15,23,18,24,33.79,83.54,2496.85,Maize,Flowering,Urea,,
8.31,117,46,55,22.44,35.86,2385.75,Tomato,Sowing,Zinc Sulphate,,
7.8,128,48,103,32.26,78.76,736.38,Sugarcane,Flowering,Zinc Sulphate,,
6.42,48,72,105,22.21,72.75,1458.01,Potato,Harvest,Urea,,
7.2,61,66,105,33.76,38.05,391.08,Potato,Harvest,SSP,,
6.24,147,49,107,15.46,74.28,1670.9,Wheat,Harvest,Zinc Sulphate,,
6.73,69,73,44,14.58,59.1,1438.51,Wheat,Sowing,NPK,,
4.73,108,12,27,12.34,81.23,2727.33,Potato,Sowing,DAP,,
7.29,145,52,92,17.25,79.13,250.64,Wheat,Harvest,Urea,,
4.71,22,34,88,14.39,86.54,1684.68,Wheat,Sowing,Urea,,
7.77,42,64,31,33.96,34.52,2250.46,Cotton,Sowing,Urea,,
7.8,126,45,34,17.2,72.61,1499.07,Sugarcane,Vegetative,MOP,,
5.45,24,67,33,25.49,52.62,866.65,Sugarcane,Sowing,Urea,,
5.79,44,86,15,32.69,76.56,1907.57,Tomato,Sowing,Urea,,
6.43,54,28,45,30.31,66.15,2963.89,Cotton,Flowering,Urea,,
6.89,84,68,19,16.14,59.73,314.8,Potato,Vegetative,MOP,,
5.65,58,25,21,12.31,30.25,748.92,Cotton,Vegetative,Urea,,
6.87,142,11,78,37.35,66.43,1573.7,Sugarcane,Vegetative,DAP,,
5.69,130,74,29,28.66,55.22,1873.28,Wheat,Harvest,MOP,,
4.72,37,68,46,31.2,49.95,1947.62,Tomato,Harvest,Urea,,
4.51,44,57,27,21.58,89.33,368.59,Cotton,Vegetative,Urea,,
4.9,119,12,113,17.25,72.02,544.18,Wheat,Harvest,DAP,,
7.67,148,35,106,25.92,62.39,2845.11,Wheat,Sowing,DAP,,
8.35,156,23,50,12.34,82.12,410.97,Potato,Flowering,DAP,,
6.21,114,33,21,34,43.63,1373.51,Cotton,Sowing,DAP,,
6.55,41,44,106,29.64,67.19,1816.31,Cotton,Flowering,Urea,,
5.09,39,15,78,32.85,81.66,1079.65,Potato,Vegetative,Urea,,
6.7,140,71,82,27.08,37.42,915.9,Sugarcane,Sowing,Zinc Sulphate,,
5.08,159,45,106,27.34,44.17,1012.58,Cotton,Harvest,Compost,,
6.94,143,38,73,28.01,34.96,991.31,Rice,Harvest,DAP,,
8.23,83,22,39,33.52,89.55,1262.31,Potato,Harvest,DAP,,
5.28,81,17,119,16.76,64.85,525.02,Wheat,Flowering,DAP,,
7.56,152,24,26,30.45,59.37,2589.89,Wheat,Sowing,DAP,,
4.59,139,42,44,26.58,50.31,2326.33,Potato,Vegetative,Compost,,
6,63,25,89,24.85,56.97,295.49,Maize,Vegetative,DAP,,
4.94,52,61,49,26.23,76.55,2331.54,Wheat,Vegetative,Urea,,
5.91,106,43,28,18.17,85,2518.55,Rice,Harvest,MOP,,
5.19,119,86,69,11.11,36.3,2781.66,Wheat,Harvest,Compost,,
5.99,32,43,56,32.77,47.98,1916.25,Potato,Flowering,Urea,,
6.17,69,52,11,37.49,41.35,2587.94,Tomato,Flowering,MOP,,
5.7,149,70,79,24.42,56.13,2325.49,Wheat,Sowing,DAP,,
7.13,37,88,51,35.14,61.83,271.15,Maize,Flowering,Urea,,
8.18,85,31,118,26.66,73.28,2470.87,Wheat,Vegetative,DAP,,
6.1,118,60,69,37.91,82.54,1826.85,Rice,Vegetative,NPK,,
5.27,52,13,20,25.25,62.53,2021.56,Cotton,Harvest,Urea,,
5.58,115,58,82,16.15,59.33,2677.81,Tomato,Flowering,Urea,,
7.92,103,48,36,36.1,64.55,229.19,Cotton,Flowering,MOP,,
6.79,41,86,23,34.01,83.3,502.1,Wheat,Sowing,Urea,,
6.32,144,81,108,21.94,68.91,1806.63,Potato,Flowering,Urea,,
5.1,63,10,93,35.26,77.24,1347,Cotton,Flowering,DAP,,
6.3,94,50,68,10.27,73.17,1370.51,Sugarcane,Flowering,Zinc Sulphate,,
5.61,133,59,105,33.99,85.41,1074.17,Sugarcane,Vegetative,NPK,,
8.27,47,26,17,30.64,79.02,2491.92,Rice,Harvest,Urea,,
8.04,28,17,84,21.39,50.47,489.97,Wheat,Harvest,Urea,,
4.84,126,76,75,33.75,81.26,1692.32,Cotton,Sowing,Compost,,
6.57,41,75,14,13.8,58.05,1483.01,Cotton,Harvest,Urea,,
5.4,104,11,39,16.1,80.83,1743.67,Rice,Sowing,DAP,,
6.14,44,26,117,26.01,84.34,341.57,Sugarcane,Sowing,Urea,,
8.01,100,82,114,36.43,71.12,2086.53,Tomato,Vegetative,Zinc Sulphate,,
6.61,98,42,84,13.9,73.13,237.86,Tomato,Vegetative,NPK,,
5.84,26,63,89,26.93,38.47,1677.93,Wheat,Vegetative,Urea,,
5.33,78,79,34,32.59,49.43,943.43,Sugarcane,Sowing,MOP,,
7.7,52,15,115,32.3,63.46,1076.54,Rice,Vegetative,Urea,,
7,119,61,34,28.84,30.21,2267.53,Wheat,Vegetative,MOP,,
6.37,123,54,84,38.23,80.84,2960.48,Rice,Harvest,SSP,,
5.37,79,10,71,24.46,52.17,1530.98,Rice,Sowing,DAP,,
5.84,100,89,74,36.41,73.4,2074.64,Tomato,Harvest,Zinc Sulphate,,
8.34,141,60,106,28.59,76.16,895.68,Cotton,Vegetative,Zinc Sulphate,,
6.58,77,20,10,32.12,62.88,1751.22,Sugarcane,Harvest,DAP,,
6.1,63,31,56,23.94,77.41,479.97,Rice,Vegetative,DAP,,
6.59,140,43,82,15.03,70.94,2580.66,Potato,Harvest,MOP,,
7.62,67,10,36,13.27,51.59,1476.02,Rice,Vegetative,DAP,,
5.86,144,86,47,30.47,78.97,1212.1,Potato,Flowering,DAP,,
5.21,76,58,28,21.29,68.16,1637.5,Wheat,Vegetative,MOP,,
6.84,32,58,49,27.02,39.61,2756.25,Wheat,Vegetative,Urea,,
7.16,96,51,90,32.38,76.37,2374.06,Sugarcane,Sowing,Compost,,
7.35,31,58,21,33.59,70.57,627.63,Sugarcane,Vegetative,Urea,,
8.03,127,22,75,25.29,47.08,2350.4,Potato,Sowing,DAP,,
5.98,135,77,81,19.44,80.52,1300.01,Tomato,Flowering,NPK,,
4.8,47,23,42,33.28,52.44,1306.04,Sugarcane,Sowing,Urea,,
8.33,135,45,22,22.46,63.16,2321.87,Tomato,Flowering,MOP,,
6.24,61,65,52,38.1,50.59,1487.11,Potato,Sowing,DAP,,
6.99,99,78,30,34.74,73.46,402.92,Tomato,Sowing,MOP,,
7.17,57,55,92,32.41,64.87,890.95,Potato,Sowing,Urea,,
6.69,100,24,43,17.24,58.22,2704.94,Cotton,Sowing,DAP,,
5.32,128,17,39,20.88,31.22,1857.46,Cotton,Harvest,DAP,,
7.52,133,65,29,35.47,66.43,2614.2,Rice,Flowering,MOP,,
7.72,127,20,91,10.69,67.34,1054.42,Wheat,Harvest,DAP,,
6.71,152,80,94,33.44,40.87,2129.07,Tomato,Sowing,Compost,,
6.45,103,32,45,22.12,49.94,2398.82,Cotton,Flowering,DAP,,
4.96,67,54,16,33.98,82.73,712.1,Maize,Harvest,MOP,,
4.84,33,36,78,26.57,62.95,265.29,Sugarcane,Flowering,Urea,,
5.86,73,40,18,25.8,56.1,1976.38,Wheat,Vegetative,MOP,,
5.74,137,56,54,31.05,86.16,1815.28,Potato,Flowering,Urea,,
8.31,128,75,27,34.19,78.72,311.53,Rice,Harvest,MOP,,
7.63,61,70,56,30.8,35.85,1350.21,Wheat,Vegetative,NPK,,
7.14,114,17,10,23.52,81.54,1777.57,Wheat,Flowering,DAP,,
6.57,122,74,109,19.63,38.98,793.81,Rice,Sowing,Zinc Sulphate,,
5.17,69,34,118,35.37,40.49,470.31,Cotton,Flowering,DAP,,
8.41,144,26,87,25.62,34.52,2443.63,Maize,Harvest,DAP,,
6,105,39,81,33.5,58.88,2790.06,Potato,Sowing,DAP,,
4.93,59,33,62,39.87,68.68,1452.98,Cotton,Vegetative,Urea,,
6.48,138,61,46,29.32,75.22,575.12,Potato,Vegetative,NPK,,
8,130,72,29,18.35,31.6,1379.63,Sugarcane,Flowering,MOP,,
8.05,49,70,104,35.97,40.67,981.55,Potato,Vegetative,Urea,,
4.54,136,86,80,18.21,67.27,1573.4,Maize,Harvest,Compost,,
8.05,44,67,67,17.81,61.54,225.27,Maize,Vegetative,Urea,,
5.59,48,88,50,12.22,33.08,2627.5,Cotton,Harvest,Urea,,
4.66,86,41,47,12.36,86.12,362.69,Cotton,Sowing,Compost,,
7.89,66,44,53,35.87,75.51,1403.62,Sugarcane,Harvest,Zinc Sulphate,,
7.96,124,25,116,16.92,51.53,2051.19,Sugarcane,Sowing,DAP,,
6.88,128,18,24,13.26,62.18,2023.21,Potato,Sowing,DAP,,
6.8,69,28,44,20.58,52.46,1034.98,Wheat,Harvest,DAP,,
7.75,109,49,90,31.41,57.32,1598.8,Rice,Flowering,Compost,,
7.65,152,49,36,20.19,65.77,1591.33,Cotton,Vegetative,MOP,,
8.06,32,55,30,19.28,53.91,567.54,Potato,Sowing,Urea,,
6.71,58,12,49,24.64,67.24,1242.75,Rice,Sowing,Urea,,
8.37,36,35,53,10.64,57.91,533.99,Cotton,Flowering,Urea,,
8.48,118,81,118,24.73,69.44,359.85,Tomato,Sowing,Zinc Sulphate,,
4.97,99,79,99,39.7,45.73,355.81,Tomato,Vegetative,Compost,,
7.9,78,14,53,33.98,40.27,1417.95,Maize,Sowing,DAP,,
6.5,115,36,14,12.11,30.81,2242.9,Potato,Harvest,DAP,,
6.05,141,53,106,29.64,66.12,2956.73,Sugarcane,Flowering,SSP,,
6.95,155,47,58,23.83,88.85,1799.42,Maize,Vegetative,NPK,,
4.72,49,81,78,34.79,55.22,1038.16,Cotton,Sowing,Urea,,
6.53,150,80,101,12.96,42.76,779.89,Potato,Harvest,Zinc Sulphate,,
7.98,142,87,30,16.98,30.79,2145.52,Sugarcane,Vegetative,MOP,,
5.35,70,50,17,33.73,60.77,344.97,Wheat,Vegetative,MOP,,
6.21,99,67,75,35.48,89.56,934.43,Tomato,Vegetative,NPK,,
8.26,93,38,46,25.88,89.03,2127.93,Sugarcane,Flowering,DAP,,
6.21,142,60,23,10.59,36.08,1446.06,Sugarcane,Vegetative,MOP,,
5.93,130,79,43,36.81,78.98,1600.59,Potato,Flowering,NPK,,
6.26,131,72,117,21.48,40.4,2931.35,Cotton,Sowing,SSP,,
6.58,39,28,69,11.19,78.56,1332.94,Rice,Vegetative,Urea,,
7.03,48,36,70,34.56,81.21,1866.37,Sugarcane,Flowering,Urea,,
7.7,29,62,55,22.54,30.46,2996.11,Cotton,Flowering,Urea,,
6.31,28,54,110,15.7,44.24,2121.83,Potato,Sowing,Urea,,
7.77,127,20,30,34.05,33.39,1640.49,Sugarcane,Harvest,DAP,,
6.63,82,19,100,23.73,59.93,1106.89,Cotton,Sowing,DAP,,
5.85,52,29,27,28.23,31.6,2934.08,Maize,Vegetative,Urea,,
7.13,99,28,70,34.69,67.57,1022.71,Tomato,Flowering,DAP,,
7.37,51,11,78,25.67,63.5,524.31,Potato,Flowering,Urea,,
6.73,23,49,43,13.31,52.76,2792.4,Tomato,Harvest,Urea,,
4.73,97,27,91,38.91,57.71,1093.19,Cotton,Flowering,DAP,,
5.18,145,11,63,18.6,89.41,1848.89,Maize,Harvest,DAP,,
5.64,138,56,108,39.83,40.06,2008.53,Maize,Sowing,SSP,,
5.63,41,58,99,10.18,73.86,930.54,Rice,Vegetative,Urea,,
7.19,45,32,38,24.51,68.72,1385.53,Tomato,Flowering,Urea,,
4.57,68,56,50,31.15,69.82,635.36,Maize,Vegetative,Compost,,
7.52,127,88,101,37.19,50.74,2676.73,Cotton,Harvest,DAP,,
5.56,71,54,79,33.41,42.99,1836.68,Rice,Flowering,DAP,,
5.74,83,30,99,17.67,69.05,2692.76,Tomato,Harvest,DAP,,
6.61,70,56,67,17.3,84.76,919.94,Rice,Vegetative,NPK,,
5.36,53,41,91,20.7,88.56,1975.18,Rice,Flowering,Urea,,
8.04,127,28,39,13.32,58.85,810.29,Tomato,Sowing,DAP,,
4.84,135,27,42,30.09,55.54,1009.34,Maize,Flowering,DAP,,
6.28,47,33,72,38.24,50.94,1211.22,Cotton,Sowing,Urea,,
7.9,38,56,105,29.26,78.6,1738.39,Sugarcane,Harvest,Urea,,
6.96,117,39,99,26,45.32,1756.18,Tomato,Vegetative,DAP,,
5.67,91,30,95,25.1,60.78,760.92,Sugarcane,Flowering,DAP,,
6.18,125,57,43,27.78,50.7,329,Rice,Sowing,Compost,,
7.33,90,75,58,31.32,82.54,2361.87,Wheat,Vegetative,NPK,,
8.39,46,54,21,33.85,46.96,1672.95,Tomato,Sowing,Urea,,
8.07,70,10,31,30.95,71.19,1077.11,Potato,Vegetative,DAP,,
5.87,103,31,94,31.15,65.32,347.73,Potato,Flowering,DAP,,
8.49,73,65,33,38.55,49.7,492.87,Sugarcane,Sowing,MOP,,
4.51,142,49,65,36.98,45.29,1386.02,Cotton,Flowering,Compost,,
4.61,36,47,34,34.72,78.23,1554.73,Rice,Flowering,Urea,,
7.8,91,28,75,11.3,60.63,1256.92,Wheat,Harvest,DAP,,
5.3,133,28,10,30.07,66.69,1786.23,Tomato,Flowering,DAP,,
4.74,114,75,83,23.65,87.73,2479.37,Cotton,Vegetative,Compost,,
5.45,148,56,43,28.53,53.88,2095.96,Potato,Vegetative,Compost,,
6.2,124,67,14,30.59,78.86,2627.66,Wheat,Flowering,MOP,,
7.42,33,66,26,31.44,68.33,1924.27,Tomato,Flowering,Urea,,
7,154,57,10,36.08,65.61,494.1,Sugarcane,Harvest,MOP,,
5.45,83,54,87,37.3,33.27,619.85,Wheat,Flowering,Compost,,
6.51,155,37,30,28.2,84.74,1293.45,Maize,Sowing,DAP,,
8.2,148,69,15,36.82,43.72,994.9,Maize,Harvest,MOP,,
7.76,88,14,84,32.94,58.39,2026.29,Tomato,Sowing,DAP,,
5.79,51,27,48,16.08,75.12,1952.33,Rice,Vegetative,Urea,,
8.43,20,46,68,11.06,61.34,1495.27,Tomato,Vegetative,Urea,,
7.33,156,89,29,10.3,30.26,2002.18,Potato,Sowing,MOP,,
4.75,93,34,93,27.6,86.94,2751.26,Tomato,Harvest,DAP,,
4.64,124,47,94,25.65,31.23,1576.8,Maize,Vegetative,Compost,,
